,# correlated features
mal_mito_3.iso1.exon1.amp1_4066,3115
PFL0800c_2443,1047
PFL0630w_2120,903
PFL2430c_484,386
PFL0300c_1466,310
PFL1550w_501,284
mal_mito_2.iso1.exon1.amp1_1466,191
PFL0065w_4711,101
PFI1420w_169,83
PFI1510w_2753,77
PFL2215w_4059,51
PFI1015w_3406,48
PFE0360c_827,37
PFE1230c_4387,36
PFE0265c_4373,27
PF3D7_1474200.iso1.exon1.amp2_2508,26
PFI1105w_3411,23
mal_mito_1.iso1.exon1.amp1_3777,20
PF3D7_1470500.5o6_2722,17
PFL0210c_2437,15
PFI0460w_1143,15
PF3D7_1474300.iso1.exon2.amp1_1611,15
PFD0711c_2o2_4567,14
PFD0425w_2780,14
PFD0325w_2767,14
PFI0645w_4388,13
PFI0145w_1465,12
PFC10_API0040.iso1.exon1.amp1_887,12
PF3D7_1478500.3o3_1010,12
PFI1520w_1790,11
PFC10_API0028.iso1.exon1.amp1_4355,11
PFI0570w_1477,10
PFC10_API0037.iso1.exon1.amp1_3198,10
PF3D7_1471200.3o6_4002,10
PF3D7_1474400.iso1.exon11.amp1_4212,9
PFE1195w_3427,8
PFE0885w_814,8
PFE0520c_3401,8
PFC10_API0038.iso1.exon1.amp1_4356,8
PF3D7_1464500.iso1.exon1.amp1_seg2_2304,8
PF3D7_1459600.iso1.exon2.amp1_2130,8
PFE1495w_1o1_1645,7
PFE0225w_819,7
PFD0880w_2769,7
PFD0175c_1o1_4239,7
PFC0450w_5035,7
PFC0365w_5020,7
PFC0330w_166,6
PF3D7_1477900.2o3_1111,6
PF3D7_1473100.e2s1_4136,6
PF3D7_1471700.iso1.exon1.amp1_2187,6
PF3D7_1373500.iso1.exon1.amp1_2457,6
PFC10_API0030.iso1.exon1.amp1_3489,5
PFC0555c_823,5
PF3D7_1479900.iso1.exon2.amp1_2142,5
PF3D7_1479700.iso1.exon2.amp1_4180,5
PF3D7_1478000.2o2_4603,5
PF3D7_1476700.iso1.exon1.amp1_124,5
PF3D7_1475100.iso1.exon1.amp1_seg2_2046,5
PF3D7_1471900.iso1.exon1.amp1_1951,5
PF3D7_1471100.e2s1_4111,5
PF3D7_1465500.iso1.exon1.amp2_179,5
PFE0605c_2434,4
PFE0565w_4707,4
PFD0310w_3739,4
PFB0690w_4058,4
PFB0490c_2762,4
PF3D7_1479600.iso1.exon2.amp1_139,4
PF3D7_1477900.e2_850,4
PF3D7_1477300.iso1.exon2.amp1_3285,4
PF3D7_1477200.2o2_2953,4
PF3D7_1476800.1o1_2017,4
PF3D7_1476200.1o1_4286,4
PF3D7_1474600.4o5_1047,4
PF3D7_1474200.iso1.exon1.amp5_1896,4
PF3D7_1474200.iso1.exon1.amp4_3086,4
PF3D7_1472300.2o9_1380,4
PF3D7_1471300.1o5_3995,4
PF3D7_1471200.1o6_4326,4
PF3D7_1468900.1o1_3046,4
PFL0110c_2444,3
PFC10_API0042.iso1.exon1.amp1_20,3
PFC10_API0027.iso1.exon1.amp1_309,3
PFC10_API0020.iso1.exon1.amp1_598,3
PF3D7_1478100.2o2_4908,3
PF3D7_1477700.2o2_3945,3
PF3D7_1477600.2o3_797,3
PF3D7_1477000.1o1_4308,3
PF3D7_1476600.e2_172,3
PF3D7_1476200.2o2_4237,3
PF3D7_1470100.e1s2_1578,3
PF3D7_1464600.iso1.exon1.amp2_2536,3
PF3D7_1462300.e1s2_1573,3
PFC10_API0013.iso1.exon1.amp1_2909,2
PFB0795w_4702,2
PFA0350c_4054,2
PF3D7_1479800.iso1.exon2.amp1_4468,2
PF3D7_1478400.3o3_405,2
PF3D7_1478200.1o1_2299,2
PF3D7_1477900.e3_4415,2
PF3D7_1477400.2o2_1343,2
PF3D7_1475800.e1_521,2
PF3D7_1475800.2o2_1359,2
PF3D7_1475600.1o1_2067,2
PF3D7_1475100 (renamed)_3105,2
PF3D7_1473000.1o1_4886,2
PF3D7_1472100.1o6_3935,2
PF3D7_1471200.5o6_1091,2
PF3D7_1470800.iso1.exon2.amp2_4265,2
PF3D7_1470200.2o3_1653,2
PF3D7_1470100.e1s3_3204,2
PF3D7_1469600.e1s2_839,2
PF3D7_1462600.2o2_4959,2
PF3D7_1457900.e1s4_4190,2
PF3D7_1457900.e1s2_5165,2
PF3D7_1457500.1o1_3651,2
PF3D7_1454200.s1_1814,2
PF3D7_1449400.e2s2_4093,2
PF3D7_1442000.1o2_3924,2
PF3D7_1441200.e2_2789,2
PF3D7_1437400.1o1_1105,2
PFE1590w_2119,1
PFC10_API0036.iso1.exon1.amp1_1753,1
PFC10_API0032.iso1.exon1.amp1_1175,1
PFC10_API0029.iso1.exon1.amp1_308,1
PFC10_API0018.iso1.exon1.amp1_2911,1
PFC10_API0014.iso1.exon1.amp1_short_1174,1
PFC0700c_2438,1
PFC0210c_2763,1
PFB0320c_1789,1
PFB0300c_4064,1
PF3D7_1479100.iso1.exon1.amp1_3584,1
PF3D7_1478800.2o2_3283,1
PF3D7_1477900.e1_3442,1
