,# correlated features
mal_mito_3.iso1.exon1.amp1_4066,623
mal_mito_2.iso1.exon1.amp1_1466,453
PFE0605c_2434,382
PFC10_API0037.iso1.exon1.amp1_3198,236
PFC10_API0038.iso1.exon1.amp1_4356,208
PFC10_API0040.iso1.exon1.amp1_887,168
PFE1230c_4387,129
PFE0795c_494,123
PFB0795w_4702,109
mal_mito_1.iso1.exon1.amp1_3777,85
PFL0630w_2120,80
PF3D7_1477900.e2_850,78
PFC10_API0029.iso1.exon1.amp1_308,76
PFE0520c_3401,70
PFC10_API0030.iso1.exon1.amp1_3489,65
PFE1195w_3427,64
PFD0711c_2o2_4567,51
PFC10_API0059.iso1.exon1.amp1_short_1180,47
PFC10_API0020.iso1.exon1.amp1_598,46
PF3D7_1478400.3o3_405,45
PF3D7_1478000.2o2_4603,44
PFB0490c_2762,42
PFE1495w_1o1_1645,40
PF3D7_1465500.iso1.exon1.amp2_179,39
PFC10_API0032.iso1.exon1.amp1_1175,38
PF3D7_1477400.2o2_1343,36
PF3D7_1449500.iso1.exon2.amp1_2750,34
PFL0065w_4711,33
PFC10_API0018.iso1.exon1.amp1_2911,33
PF3D7_1475500.e1s2_4831,32
PF3D7_1479100.iso1.exon1.amp1_3584,31
PF3D7_1474600.1o5_81,31
PFC10_API0036.iso1.exon1.amp1_1753,30
PF3D7_1480000.iso1.exon2.amp1_2445,30
PF3D7_1478700.4o4_351,27
PF3D7_1477000.1o1_4308,27
PF3D7_1477500.2o2_743,26
PF3D7_1452600.iso1.exon1.amp1_2820,26
PFC10_API0027.iso1.exon1.amp1_309,24
PF3D7_1477000.2o3_2356,24
PFL0300c_1466,23
PF3D7_1477900.e3_4415,22
PF3D7_1477900.2o3_1111,22
PF3D7_1475400.e3s2_1807,21
PF3D7_1474600.4o5_1047,21
PF3D7_1452600.iso1.exon1.amp2_3109,20
PFI1510w_2753,19
PF3D7_1475100.iso1.exon1.amp1_seg2_2046,19
PF3D7_1477600.2o3_797,18
PFA0370w_3415,17
PF3D7_1479900.iso1.exon2.amp1_2142,17
PF3D7_1478200.1o1_2299,17
PF3D7_1477800.iso1.exon1.amp1_2398,17
PF3D7_1474400.iso1.exon4.amp1_938,17
PFC0700c_2438,16
PF3D7_1479700.iso1.exon2.amp1_4180,16
PF3D7_1479600.iso1.exon2.amp1_139,16
PF3D7_1478600.iso1.exon1.amp1_4398,16
PF3D7_1475100.iso1.exon1.amp2_2780,16
PF3D7_1450400.iso1.exon1.amp1_3403,16
PFI1015w_3406,15
PF3D7_1477600.1o3_1121,15
PF3D7_1471200.1o6_4326,15
PF3D7_1440800.1o3_3350,15
PF3D7_1440000.iso1.exon5.amp2_seg2_2022,15
PFE0360c_827,14
PFD0880w_2769,12
PFC10_API0028.iso1.exon1.amp1_4355,12
PF3D7_1473400.1o1_3382,11
PF3D7_1473200.e1s1_244,11
PF3D7_1470100.e1s2_1578,11
PF3D7_1469600.e1s1_515,11
PF3D7_1468100.e2s1_832,11
PF3D7_1467900.e3s1_2130,11
PF3D7_1461400.2o4_1355,11
PF3D7_1438000.e1s1_3513,11
PF3D7_1434700.1o1_3598,11
PF3D7_1477300.iso1.exon1.amp1_620,10
PF3D7_1476600.2o2_1110,10
PF3D7_1476200.1o1_4286,10
PF3D7_1475400.e2s1_497,10
PF3D7_1474700.iso1.exon3.amp1_3912,10
PF3D7_1474200.iso1.exon1.amp5_1896,10
PF3D7_1468600.1o2_2093,10
PF3D7_1468000.e3_3120,10
PF3D7_1465800.e3s1_2535,10
PF3D7_1441300.e5s1_931,10
PF3D7_1430300.iso1.exon1.amp3_1337,10
PFI0145w_1465,9
