,# correlated features
mal_mito_3.iso1.exon1.amp1_4066,2511
PFL0800c_2443,752
PFL2215w_4059,736
PFL0630w_2120,472
mal_mito_1.iso1.exon1.amp1_3777,338
PFE0360c_827,188
PFI1510w_2753,173
mal_mito_2.iso1.exon1.amp1_1466,142
PFL2430c_484,128
PFI1015w_3406,118
PFC10_API0059.iso1.exon1.amp1_short_1180,101
PFL0300c_1466,97
PFE1230c_4387,82
PFE1195w_3427,75
PFE0885w_814,63
PFL0210c_2437,62
PFC10_API0040.iso1.exon1.amp1_887,52
PFC10_API0041.iso1.exon1.amp1_3488,44
PFI0145w_1465,43
PF3D7_1479900.iso1.exon2.amp1_2142,42
PFE0605c_2434,38
PFD0660w_3734,34
PFE0795c_494,33
PFC0700c_2438,31
PFE0520c_3401,30
PF3D7_1478000.2o2_4603,30
PFL0065w_4711,29
PFC10_API0028.iso1.exon1.amp1_4355,28
PFC10_API0032.iso1.exon1.amp1_1175,27
PFB0795w_4702,27
PFI1420w_169,23
PFI0570w_1477,22
PFI1105w_3411,20
PFI0460w_1143,16
PF3D7_1477900.e2_850,16
PF3D7_1477700.2o2_3945,15
PFL1550w_501,14
PFE0225w_819,14
PFI0645w_4388,13
PFC10_API0038.iso1.exon1.amp1_4356,13
PFC0365w_5020,13
PF3D7_1478500.3o3_1010,13
PFB0490c_2762,12
PFC10_API0036.iso1.exon1.amp1_1753,11
PF3D7_1478400.3o3_405,11
PFE1495w_1o1_1645,10
PF3D7_1478700.4o4_351,10
PF3D7_1474300.iso1.exon2.amp1_1611,10
PF3D7_1459600.iso1.exon2.amp1_2130,10
PFC10_API0030.iso1.exon1.amp1_3489,9
PF3D7_1472300.2o9_1380,9
PF3D7_1469600.e1s3_1163,9
PFD0880w_2769,8
PFC0330w_166,8
PF3D7_1477600.2o3_797,8
PF3D7_1474200.iso1.exon1.amp4_3086,8
PFD0310w_3739,7
PFB0690w_4058,7
PF3D7_1478400.2o3_729,7
PF3D7_1475400.e2s3_2131,7
PF3D7_1466200.e1s1_3850,7
PF3D7_1373500.iso1.exon1.amp1_2457,7
PFC10_API0027.iso1.exon1.amp1_309,6
PFC10_API0013.iso1.exon1.amp1_2909,6
PF3D7_1477900.2o3_1111,6
PF3D7_1477800.iso1.exon1.amp1_2398,6
PF3D7_1477200.2o2_2953,6
PF3D7_1475900.1o1_140,6
PF3D7_1475100.iso1.exon1.amp1_seg2_2046,6
PF3D7_1474400.iso1.exon11.amp1_4212,6
PFC0555c_823,5
PF3D7_1478100.2o2_4908,5
PF3D7_1477900.3o3_787,5
PF3D7_1475600.1o1_2067,5
PF3D7_1475000.1o1_3596,5
PFD0711c_2o2_4567,4
PFC10_API0018.iso1.exon1.amp1_2911,4
PFA0350c_4054,4
PF3D7_1478800.2o2_3283,4
PF3D7_1478600.iso1.exon2.amp2_2488,4
PF3D7_1477500.2o2_743,4
PF3D7_1477400.2o2_1343,4
PF3D7_1476900.2o2_2967,4
PF3D7_1476300.2o2_440,4
PF3D7_1475800.e1_521,4
PF3D7_1474200.iso1.exon1.amp2_2508,4
PF3D7_1473600.1o1_1975,4
PF3D7_1473500.1o1_762,4
PF3D7_1473400.1o1_3382,4
PF3D7_1465800.e5s4_1267,4
PFE0265c_4373,3
PFC10_API0029.iso1.exon1.amp1_308,3
PFA0370w_3415,3
PFA0270c_1142,3
PF3D7_1479700.iso1.exon2.amp1_4180,3
PF3D7_1479600.iso1.exon2.amp1_139,3
PF3D7_1477900.e1_3442,3
PF3D7_1477000.1o1_4308,3
PF3D7_1476600.2o2_1110,3
PF3D7_1475800.2o2_1359,3
PF3D7_1475500.e1s1_2881,3
PF3D7_1475400.e2s1_497,3
PF3D7_1475100 (renamed)_3105,3
PF3D7_1474700.iso1.exon3.amp1_3912,3
PF3D7_1473200.e1s1_244,3
PF3D7_1471700.iso1.exon1.amp1_2187,3
PF3D7_1471400.e2s1_5111,3
PF3D7_1470500.6o6_3688,3
PF3D7_1467300.1o1_4950,3
PF3D7_1465800.e5s1_4508,3
PF3D7_1464500.iso1.exon1.amp2_1073,3
PF3D7_1453800.e1s1_4834,3
PF3D7_1451600.e2s1_3860,3
PF3D7_1362800.1o1_2396,3
PF3D7_1217600.1o1_710,3
PF3D7_1035300.iso1.exon1.amp2_3364,3
PFL0110c_2444,2
PFI1520w_1790,2
PFE0565w_4707,2
PFD0325w_2767,2
PFC10_API0037.iso1.exon1.amp1_3198,2
PF3D7_1479800.iso1.exon2.amp1_4468,2
PF3D7_1478200.1o1_2299,2
PF3D7_1477900.e3_4415,2
PF3D7_1477600.1o3_1121,2
PF3D7_1477000.2o3_2356,2
PF3D7_1476500.2o2_1031,2
PF3D7_1476400.2o2_3311,2
PF3D7_1476200.2o2_4237,2
PF3D7_1476200.1o1_4286,2
PF3D7_1476100.1o1_1649,2
PF3D7_1475400.e3s4_1159,2
PF3D7_1474800.e3s1_1536,2
PF3D7_1474400.iso1.exon9.amp1_2080,2
PF3D7_1474400.iso1.exon5.amp1_2085,2
PF3D7_1474000.iso1.exon1.amp2_1115,2
PF3D7_1473100.e2s1_4136,2
PF3D7_1472700.1o1_772,2
PF3D7_1472400.iso1.exon3.amp1_1827,2
PF3D7_1470800.iso1.exon2.amp1_3976,2
PF3D7_1470500.5o6_2722,2
PF3D7_1469600.e1s4_4398,2
PF3D7_1469200.1o1_3306,2
PF3D7_1469100.1o1_1993,2
PF3D7_1468100.e2s2_1156,2
PF3D7_1467900.e3s1_2130,2
PF3D7_1467100.iso1.exon1.amp1_1881,2
PF3D7_1466400.e1s1_288,2
PF3D7_1464600.iso1.exon1.amp2_2536,2
PF3D7_1464500.iso1.exon1.amp1_seg2_2304,2
PF3D7_1464200.iso1.exon1.amp1_1857,2
PF3D7_1462300.e1s2_1573,2
PF3D7_1461400.2o4_1355,2
PF3D7_1457500.1o1_3651,2
PF3D7_1456500.s3_4074,2
PF3D7_1456400.iso1.exon1.amp1_2473,2
PF3D7_1453900.1o1_151,2
PF3D7_1453400.iso1.exon1.amp1_4016,2
PF3D7_1448600.1o1_690,2
PF3D7_1443400.e2_834,2
PF3D7_1441300.e3s1_1201,2
PF3D7_1435900.1o1_2011,2
PF3D7_1343500.1o4_717,2
PF3D7_1036400.e2s2_2150,2
PF3D7_0901000.iso1.exon1.amp1_3010,2
PFE1590w_2119,1
PFD0175c_1o1_4239,1
PFC10_API0042.iso1.exon1.amp1_20,1
PFC0450w_5035,1
PFC0210c_2763,1
PFB0320c_1789,1
PFB0300c_4064,1
PF3D7_1480000.iso1.exon2.amp1_2445,1
PF3D7_1479100.iso1.exon1.amp1_3584,1
PF3D7_1477900.1o3_4022,1
PF3D7_1477300.iso1.exon2.amp1_3285,1
PF3D7_1477300.iso1.exon1.amp1_620,1
PF3D7_1476800.1o1_2017,1
PF3D7_1476700.iso1.exon1.amp1_124,1
PF3D7_1476000.iso1.exon2.amp1_896,1
PF3D7_1475700.1o1_422,1
PF3D7_1475500.e1s2_4831,1
PF3D7_1475400.e3s2_1807,1
PF3D7_1475400.e2s2_1145,1
PF3D7_1475300.1o1_1342,1
PF3D7_1474600.1o5_81,1
PF3D7_1474500.1o1_4340,1
PF3D7_1474400.iso1.exon8.amp1_2689,1
PF3D7_1474400.iso1.exon4.amp1_938,1
PF3D7_1474200.iso1.exon1.amp5_1896,1
PF3D7_1474000.iso1.exon1.amp3_3078,1
PF3D7_1473700.iso1.exon1.amp2_768,1
PF3D7_1473300.iso1.exon5.amp1_410,1
PF3D7_1473100.e1s1_253,1
PF3D7_1473000.1o1_4886,1
PF3D7_1472900.e1s1_4466,1
PF3D7_1472800.3o7_3312,1
PF3D7_1472600.2o4_1405,1
PF3D7_1472600.1o4_1729,1
PF3D7_1472200.e1s3_5059,1
PF3D7_1471900.iso1.exon2.amp1_4490,1
PF3D7_1471900.iso1.exon1.amp2_3933,1
PF3D7_1471800.1o1_1020,1
PF3D7_1471600.iso1.exon1.amp1_3146,1
PF3D7_1471300.1o5_3995,1
PF3D7_1471200.5o6_1091,1
PF3D7_1471200.3o6_4002,1
PF3D7_1471100.e2s1_4111,1
PF3D7_1471000.1o1_2032,1
PF3D7_1470800.iso1.exon2.amp2_4265,1
PF3D7_1470600.2o3_2049,1
PF3D7_1470100.e1s1_1902,1
PF3D7_1469800.3o3_369,1
