	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.793 ± 0.040356	0.742 ± 0.038574	0.16762 ± 0.015974	0.716 ± 0.047039	0.485 ± 0.077148	0.7626 ± 0.351396	0.487 ± 0.074990	0.486 ± 0.076024	0.770 ± 0.041674	0.717 ± 0.040860	0.790 ± 0.040400	0.847 ± 0.025768	0.717 ± 0.066512	0.768 ± 0.039800
precision_recall_auc	0.816 ± 0.031580	0.740 ± 0.034056	0.16832 ± 0.014728	0.713 ± 0.039558	0.479 ± 0.068112	0.6176 ± 0.255415	0.481 ± 0.067600	0.480 ± 0.067804	0.765 ± 0.033423	0.716 ± 0.039756	0.811 ± 0.027903	0.852 ± 0.021448	0.711 ± 0.051052	0.768 ± 0.039800
roc_auc	0.802 ± 0.041236	0.741 ± 0.030860	0.17180 ± 0.015898	0.715 ± 0.038339	0.481 ± 0.061720	0.6371 ± 0.253338	0.482 ± 0.058879	0.481 ± 0.060249	0.771 ± 0.036095	0.710 ± 0.029527	0.796 ± 0.040571	0.847 ± 0.024316	0.722 ± 0.058561	0.759 ± 0.030679
