	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.978 ± 0.017940	0.894 ± 0.028407	0.07282 ± 0.012447	0.882 ± 0.033929	0.788 ± 0.056814	0.2429 ± 0.032779	0.833 ± 0.056664	0.810 ± 0.055449	0.864 ± 0.029145	0.969 ± 0.044194	0.977 ± 0.019092	0.980 ± 0.018058	0.811 ± 0.046849	0.977 ± 0.032141
precision_recall_auc	0.969 ± 0.014880	0.879 ± 0.016980	0.07738 ± 0.008075	0.863 ± 0.020119	0.757 ± 0.033959	0.2489 ± 0.019927	0.804 ± 0.045364	0.780 ± 0.038880	0.849 ± 0.014192	0.955 ± 0.041799	0.969 ± 0.014850	0.971 ± 0.014347	0.789 ± 0.023424	0.968 ± 0.030679
roc_auc	0.970 ± 0.017408	0.868 ± 0.025599	0.07710 ± 0.010940	0.851 ± 0.031244	0.737 ± 0.051199	0.2485 ± 0.028046	0.783 ± 0.055376	0.760 ± 0.051745	0.841 ± 0.027197	0.942 ± 0.046781	0.969 ± 0.017834	0.972 ± 0.017540	0.778 ± 0.045361	0.959 ± 0.033539
