	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.774 ± 0.066029	0.710 ± 0.051254	0.18852 ± 0.022922	0.676 ± 0.056190	0.420 ± 0.102509	0.5611 ± 0.061156	0.426 ± 0.107386	0.423 ± 0.104832	0.732 ± 0.042825	0.694 ± 0.067833	0.770 ± 0.069255	0.786 ± 0.048051	0.661 ± 0.055246	0.759 ± 0.060795
precision_recall_auc	0.787 ± 0.049483	0.713 ± 0.063039	0.18222 ± 0.021985	0.680 ± 0.073771	0.427 ± 0.126077	0.5453 ± 0.054788	0.432 ± 0.126062	0.429 ± 0.125903	0.740 ± 0.062500	0.692 ± 0.070417	0.782 ± 0.052614	0.801 ± 0.050546	0.672 ± 0.092407	0.755 ± 0.061359
roc_auc	0.799 ± 0.049723	0.723 ± 0.037986	0.17813 ± 0.017979	0.692 ± 0.047375	0.447 ± 0.075972	0.5341 ± 0.041775	0.451 ± 0.074302	0.449 ± 0.075073	0.748 ± 0.039467	0.703 ± 0.040511	0.793 ± 0.052250	0.810 ± 0.040916	0.683 ± 0.064417	0.764 ± 0.035855
