	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.820 ± 0.043327	0.823 ± 0.019864	0.15048 ± 0.012744	0.802 ± 0.024103	0.646 ± 0.039728	0.4822 ± 0.045917	0.656 ± 0.036014	0.651 ± 0.037751	0.827 ± 0.024092	0.828 ± 0.017778	0.812 ± 0.050907	0.845 ± 0.031104	0.778 ± 0.037037	0.868 ± 0.014374
precision_recall_auc	0.855 ± 0.046895	0.838 ± 0.017021	0.13835 ± 0.014505	0.819 ± 0.019349	0.676 ± 0.034043	0.4441 ± 0.048005	0.687 ± 0.035541	0.682 ± 0.034549	0.840 ± 0.017947	0.847 ± 0.026201	0.852 ± 0.048461	0.869 ± 0.032928	0.794 ± 0.026836	0.882 ± 0.023473
roc_auc	0.856 ± 0.037020	0.826 ± 0.016919	0.13716 ± 0.015593	0.805 ± 0.020331	0.652 ± 0.033838	0.4391 ± 0.050107	0.660 ± 0.031327	0.656 ± 0.032438	0.831 ± 0.020622	0.830 ± 0.017005	0.854 ± 0.036813	0.875 ± 0.036844	0.783 ± 0.031536	0.868 ± 0.014374
