	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.790, 0.915]	[0.742, 0.838]	[0.13686, 0.18990]	[0.706, 0.813]	[0.485, 0.677]	[0.4442, 1.3562]	[0.500, 0.786]	[0.492, 0.724]	[0.750, 0.826]	[0.750, 1.000]	[0.786, 0.914]	[0.779, 0.889]	[0.667, 0.778]	[0.818, 1.000]
precision_recall_auc	[0.782, 0.911]	[0.770, 0.866]	[0.12880, 0.19227]	[0.743, 0.848]	[0.540, 0.732]	[0.4142, 1.2485]	[0.547, 0.773]	[0.544, 0.753]	[0.769, 0.840]	[0.765, 0.933]	[0.773, 0.914]	[0.778, 0.899]	[0.667, 0.778]	[0.818, 0.955]
roc_auc	[0.776, 0.921]	[0.720, 0.843]	[0.13701, 0.18878]	[0.686, 0.824]	[0.439, 0.687]	[0.4436, 0.5731]	[0.445, 0.736]	[0.442, 0.706]	[0.739, 0.833]	[0.706, 0.929]	[0.775, 0.921]	[0.785, 0.899]	[0.667, 0.778]	[0.773, 0.955]
