	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.925 ± 0.018818	0.873 ± 0.040534	0.10929 ± 0.009297	0.859 ± 0.045727	0.747 ± 0.081069	0.4509 ± 0.267122	0.759 ± 0.080532	0.753 ± 0.080660	0.871 ± 0.038730	0.888 ± 0.048068	0.923 ± 0.019801	0.919 ± 0.017767	0.833 ± 0.052378	0.914 ± 0.039800
precision_recall_auc	0.923 ± 0.013842	0.856 ± 0.038735	0.11138 ± 0.005809	0.838 ± 0.047040	0.711 ± 0.077470	0.3756 ± 0.017190	0.725 ± 0.064339	0.718 ± 0.070770	0.856 ± 0.047747	0.869 ± 0.029970	0.922 ± 0.014327	0.920 ± 0.012346	0.811 ± 0.074994	0.900 ± 0.028748
roc_auc	0.921 ± 0.021432	0.856 ± 0.031156	0.11088 ± 0.010359	0.840 ± 0.034323	0.712 ± 0.062312	0.3758 ± 0.029824	0.723 ± 0.065624	0.718 ± 0.063762	0.857 ± 0.027280	0.867 ± 0.047513	0.919 ± 0.022049	0.917 ± 0.016770	0.817 ± 0.037497	0.895 ± 0.043122
