	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.879, 0.924]	[0.793, 0.866]	[0.11436, 0.14228]	[0.765, 0.848]	[0.586, 0.732]	[0.3576, 0.4396]	[0.604, 0.773]	[0.595, 0.753]	[0.792, 0.864]	[0.812, 0.933]	[0.880, 0.922]	[0.876, 0.917]	[0.722, 0.833]	[0.864, 0.955]
precision_recall_auc	[0.881, 0.927]	[0.747, 0.871]	[0.11584, 0.13910]	[0.722, 0.857]	[0.495, 0.742]	[0.3662, 0.4200]	[0.495, 0.752]	[0.495, 0.747]	[0.773, 0.870]	[0.722, 0.882]	[0.880, 0.925]	[0.885, 0.922]	[0.722, 0.833]	[0.773, 0.909]
roc_auc	[0.874, 0.928]	[0.770, 0.848]	[0.11505, 0.14040]	[0.743, 0.833]	[0.540, 0.697]	[0.3583, 0.4811]	[0.547, 0.708]	[0.544, 0.698]	[0.783, 0.864]	[0.765, 0.875]	[0.878, 0.926]	[0.874, 0.924]	[0.722, 0.833]	[0.818, 0.909]
