	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.763 ± 0.051374	0.711 ± 0.039450	0.18891 ± 0.013416	0.657 ± 0.056502	0.422 ± 0.078900	0.5730 ± 0.043967	0.452 ± 0.070652	0.436 ± 0.074761	0.715 ± 0.039014	0.736 ± 0.034951	0.753 ± 0.055210	0.790 ± 0.025546	0.594 ± 0.074305	0.827 ± 0.019165
precision_recall_auc	0.775 ± 0.038175	0.722 ± 0.032502	0.18518 ± 0.011285	0.674 ± 0.044209	0.444 ± 0.065004	0.5665 ± 0.043351	0.472 ± 0.065991	0.458 ± 0.064985	0.726 ± 0.028677	0.746 ± 0.043876	0.767 ± 0.042103	0.792 ± 0.022863	0.617 ± 0.055246	0.827 ± 0.035855
roc_auc	0.763 ± 0.022529	0.707 ± 0.031506	0.19075 ± 0.009890	0.655 ± 0.045267	0.414 ± 0.063011	0.5821 ± 0.036603	0.439 ± 0.057548	0.426 ± 0.060167	0.714 ± 0.032240	0.724 ± 0.031016	0.757 ± 0.024989	0.781 ± 0.021811	0.600 ± 0.063072	0.814 ± 0.025802
