	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.753 ± 0.081013	0.723 ± 0.042669	0.19718 ± 0.025646	0.705 ± 0.052298	0.445 ± 0.085339	0.7160 ± 0.241109	0.445 ± 0.084290	0.445 ± 0.084777	0.777 ± 0.053089	0.669 ± 0.042349	0.741 ± 0.086521	0.790 ± 0.042868	0.750 ± 0.083846	0.695 ± 0.052705
precision_recall_auc	0.777 ± 0.088334	0.744 ± 0.044363	0.18232 ± 0.027798	0.724 ± 0.042914	0.489 ± 0.088725	0.6405 ± 0.127442	0.489 ± 0.091594	0.489 ± 0.090104	0.778 ± 0.032009	0.712 ± 0.064494	0.762 ± 0.099179	0.819 ± 0.050396	0.739 ± 0.037497	0.750 ± 0.074996
roc_auc	0.791 ± 0.070680	0.750 ± 0.037531	0.17323 ± 0.023249	0.730 ± 0.038196	0.500 ± 0.075062	0.5989 ± 0.117202	0.500 ± 0.076940	0.500 ± 0.075962	0.786 ± 0.033053	0.714 ± 0.054191	0.778 ± 0.079720	0.833 ± 0.040744	0.750 ± 0.047213	0.750 ± 0.065169
