	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.678 ± 0.083495	0.684 ± 0.057688	0.22961 ± 0.035037	0.687 ± 0.055635	0.368 ± 0.115377	0.8085 ± 0.211649	0.383 ± 0.114781	0.376 ± 0.114847	0.779 ± 0.068753	0.604 ± 0.053601	0.660 ± 0.087508	0.733 ± 0.059007	0.800 ± 0.079436	0.568 ± 0.083677
precision_recall_auc	0.718 ± 0.083303	0.694 ± 0.035415	0.21202 ± 0.027215	0.695 ± 0.034638	0.387 ± 0.070829	0.7585 ± 0.139835	0.400 ± 0.072477	0.393 ± 0.071262	0.787 ± 0.047247	0.612 ± 0.031857	0.701 ± 0.093245	0.771 ± 0.041882	0.806 ± 0.053990	0.582 ± 0.051604
roc_auc	0.737 ± 0.087385	0.712 ± 0.054245	0.20236 ± 0.027129	0.711 ± 0.049694	0.425 ± 0.108490	0.7330 ± 0.149492	0.433 ± 0.105784	0.429 ± 0.106959	0.798 ± 0.055893	0.634 ± 0.055856	0.718 ± 0.097776	0.788 ± 0.052290	0.811 ± 0.053672	0.614 ± 0.077997
