	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.702 ± 0.061807	0.636 ± 0.053825	0.23486 ± 0.019455	0.659 ± 0.047162	0.272 ± 0.107651	0.7167 ± 0.070650	0.313 ± 0.118166	0.291 ± 0.111350	0.760 ± 0.082297	0.552 ± 0.046401	0.686 ± 0.069038	0.735 ± 0.043768	0.822 ± 0.077690	0.450 ± 0.092038
precision_recall_auc	0.746 ± 0.072949	0.654 ± 0.032048	0.21613 ± 0.019674	0.674 ± 0.026280	0.307 ± 0.064097	0.6608 ± 0.078077	0.348 ± 0.071517	0.326 ± 0.065806	0.783 ± 0.054117	0.565 ± 0.027734	0.735 ± 0.080700	0.772 ± 0.043837	0.839 ± 0.048644	0.468 ± 0.064461
roc_auc	0.744 ± 0.064592	0.680 ± 0.042252	0.21062 ± 0.023634	0.690 ± 0.038627	0.360 ± 0.084504	0.6779 ± 0.095083	0.384 ± 0.086348	0.372 ± 0.085078	0.792 ± 0.054939	0.592 ± 0.036689	0.730 ± 0.072840	0.779 ± 0.042407	0.828 ± 0.055246	0.532 ± 0.060795
