	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.599 ± 0.076241	0.622 ± 0.059343	0.23805 ± 0.017283	0.608 ± 0.071817	0.244 ± 0.118685	0.6749 ± 0.037968	0.245 ± 0.118780	0.244 ± 0.118712	0.683 ± 0.066754	0.562 ± 0.053651	0.578 ± 0.083977	0.632 ± 0.079466	0.667 ± 0.101430	0.577 ± 0.056894
precision_recall_auc	0.491 ± 0.076244	0.539 ± 0.049387	0.25984 ± 0.016291	0.330 ± 0.184259	0.078 ± 0.098774	0.7300 ± 0.052791	0.044 ± 0.217282	0.084 ± 0.111369	0.581 ± 0.044022	0.463 ± 0.190187	0.486 ± 0.082460	0.494 ± 0.087894	0.278 ± 0.194224	0.800 ± 0.123464
roc_auc	0.545 ± 0.075055	0.563 ± 0.074397	0.25200 ± 0.013880	0.431 ± 0.151948	0.125 ± 0.148793	0.7145 ± 0.030463	0.144 ± 0.163033	0.133 ± 0.154734	0.611 ± 0.095161	0.533 ± 0.084197	0.527 ± 0.079193	0.557 ± 0.081355	0.389 ± 0.214367	0.736 ± 0.090403
