	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.946 ± 0.017593	0.872 ± 0.045874	0.09267 ± 0.016260	0.860 ± 0.050849	0.744 ± 0.091749	0.3431 ± 0.035859	0.749 ± 0.094394	0.746 ± 0.092558	0.891 ± 0.045431	0.857 ± 0.072623	0.945 ± 0.018119	0.931 ± 0.015095	0.867 ± 0.065210	0.877 ± 0.067929
precision_recall_auc	0.937 ± 0.033534	0.859 ± 0.053777	0.09719 ± 0.019588	0.845 ± 0.062531	0.718 ± 0.107555	0.3547 ± 0.047394	0.727 ± 0.106522	0.723 ± 0.106482	0.880 ± 0.059814	0.847 ± 0.079484	0.936 ± 0.034826	0.926 ± 0.024256	0.850 ± 0.090911	0.868 ± 0.075606
roc_auc	0.933 ± 0.033436	0.861 ± 0.028669	0.09911 ± 0.017302	0.849 ± 0.030830	0.722 ± 0.057338	0.3588 ± 0.046275	0.724 ± 0.055713	0.723 ± 0.055587	0.893 ± 0.036182	0.831 ± 0.056663	0.931 ± 0.034777	0.923 ± 0.023023	0.872 ± 0.058853	0.850 ± 0.060795
