	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.918 ± 0.026910	0.850 ± 0.037095	0.11168 ± 0.021063	0.836 ± 0.039055	0.701 ± 0.074191	0.3825 ± 0.057188	0.708 ± 0.082603	0.704 ± 0.078326	0.861 ± 0.023736	0.847 ± 0.070255	0.916 ± 0.027750	0.906 ± 0.025247	0.828 ± 0.031536	0.873 ± 0.070418
precision_recall_auc	0.909 ± 0.057885	0.848 ± 0.062329	0.11108 ± 0.023636	0.831 ± 0.074171	0.696 ± 0.124658	0.4225 ± 0.141324	0.712 ± 0.130532	0.704 ± 0.127154	0.850 ± 0.056330	0.862 ± 0.089677	0.905 ± 0.065934	0.905 ± 0.029502	0.806 ± 0.083846	0.891 ± 0.071710
roc_auc	0.886 ± 0.068182	0.851 ± 0.037709	0.11877 ± 0.024107	0.837 ± 0.040551	0.702 ± 0.075418	0.4524 ± 0.143610	0.706 ± 0.086950	0.704 ± 0.080959	0.864 ± 0.022762	0.842 ± 0.070268	0.879 ± 0.079011	0.894 ± 0.031551	0.833 ± 0.026189	0.868 ± 0.062287
