	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.789 ± 0.045422	0.705 ± 0.029194	0.19440 ± 0.024743	0.630 ± 0.047457	0.410 ± 0.058389	0.6489 ± 0.150415	0.486 ± 0.067136	0.446 ± 0.060080	0.696 ± 0.026040	0.789 ± 0.056407	0.783 ± 0.046886	0.763 ± 0.065417	0.528 ± 0.065473	0.882 ± 0.043913
precision_recall_auc	0.804 ± 0.074485	0.715 ± 0.059366	0.18792 ± 0.036740	0.644 ± 0.087161	0.431 ± 0.118733	0.6261 ± 0.176657	0.501 ± 0.122580	0.464 ± 0.119990	0.706 ± 0.047557	0.795 ± 0.080749	0.797 ± 0.080071	0.789 ± 0.083067	0.544 ± 0.093697	0.886 ± 0.044174
roc_auc	0.816 ± 0.047086	0.726 ± 0.047513	0.18296 ± 0.029489	0.659 ± 0.066984	0.451 ± 0.095026	0.5833 ± 0.109317	0.526 ± 0.101881	0.487 ± 0.097378	0.712 ± 0.038620	0.814 ± 0.070749	0.811 ± 0.048380	0.797 ± 0.060125	0.556 ± 0.074074	0.895 ± 0.043122
