	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.631, 0.863]	[0.614, 0.821]	[0.15488, 0.26859]	[0.545, 0.800]	[0.227, 0.641]	[0.5130, 0.8533]	[0.240, 0.650]	[0.234, 0.646]	[0.640, 0.826]	[0.600, 0.857]	[0.612, 0.860]	[0.687, 0.838]	[0.500, 0.778]	[0.727, 0.909]
precision_recall_auc	[0.639, 0.885]	[0.571, 0.793]	[0.14598, 0.24752]	[0.385, 0.765]	[0.141, 0.586]	[0.4766, 0.8274]	[0.190, 0.667]	[0.175, 0.614]	[0.594, 0.792]	[0.583, 1.000]	[0.621, 0.882]	[0.674, 0.874]	[0.278, 0.722]	[0.682, 1.000]
roc_auc	[0.627, 0.869]	[0.548, 0.821]	[0.15257, 0.26742]	[0.370, 0.800]	[0.096, 0.641]	[0.4903, 0.8733]	[0.136, 0.650]	[0.114, 0.646]	[0.581, 0.826]	[0.556, 0.909]	[0.595, 0.865]	[0.667, 0.843]	[0.278, 0.778]	[0.818, 0.955]
