	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.722 ± 0.055709	0.739 ± 0.051591	0.19913 ± 0.022842	0.729 ± 0.052475	0.477 ± 0.103182	0.6803 ± 0.050195	0.479 ± 0.101576	0.478 ± 0.102320	0.808 ± 0.060028	0.672 ± 0.051127	0.708 ± 0.059978	0.763 ± 0.039244	0.800 ± 0.074994	0.677 ± 0.069267
precision_recall_auc	0.779 ± 0.048593	0.769 ± 0.047991	0.18032 ± 0.015887	0.761 ± 0.042285	0.538 ± 0.095982	0.6223 ± 0.061065	0.541 ± 0.090684	0.540 ± 0.093259	0.838 ± 0.038548	0.704 ± 0.066885	0.769 ± 0.052325	0.804 ± 0.028984	0.833 ± 0.045361	0.705 ± 0.094013
roc_auc	0.770 ± 0.036518	0.745 ± 0.045095	0.18966 ± 0.016440	0.733 ± 0.045904	0.490 ± 0.090189	0.6486 ± 0.055425	0.490 ± 0.088707	0.490 ± 0.089407	0.806 ± 0.045290	0.683 ± 0.053530	0.761 ± 0.038857	0.792 ± 0.023875	0.794 ± 0.058853	0.695 ± 0.067929
