	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.715 ± 0.077675	0.706 ± 0.056215	0.20865 ± 0.023267	0.711 ± 0.056985	0.413 ± 0.112431	0.6648 ± 0.066568	0.443 ± 0.122693	0.427 ± 0.116342	0.826 ± 0.088306	0.617 ± 0.049535	0.700 ± 0.084704	0.760 ± 0.053925	0.844 ± 0.097288	0.568 ± 0.080887
precision_recall_auc	0.739 ± 0.057868	0.703 ± 0.029106	0.20345 ± 0.015092	0.714 ± 0.028533	0.405 ± 0.058211	0.6421 ± 0.073198	0.452 ± 0.069651	0.428 ± 0.062465	0.847 ± 0.059989	0.604 ± 0.027712	0.725 ± 0.062476	0.781 ± 0.045264	0.878 ± 0.068293	0.527 ± 0.064993
roc_auc	0.733 ± 0.045325	0.701 ± 0.042310	0.20062 ± 0.015944	0.706 ± 0.040300	0.402 ± 0.084620	0.6415 ± 0.071125	0.423 ± 0.086303	0.412 ± 0.085187	0.810 ± 0.058235	0.614 ± 0.039068	0.722 ± 0.048312	0.776 ± 0.032601	0.833 ± 0.069290	0.568 ± 0.071870
