	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.932 ± 0.011627	0.871 ± 0.019468	0.09586 ± 0.012658	0.854 ± 0.023005	0.743 ± 0.038936	0.3178 ± 0.029514	0.809 ± 0.055046	0.775 ± 0.045657	0.834 ± 0.014311	0.975 ± 0.052705	0.930 ± 0.011972	0.915 ± 0.012084	0.761 ± 0.026836	0.982 ± 0.038331
precision_recall_auc	0.923 ± 0.014634	0.795 ± 0.075653	0.10933 ± 0.011249	0.734 ± 0.119959	0.590 ± 0.151306	0.3468 ± 0.029777	0.743 ± 0.094556	0.660 ± 0.126393	0.755 ± 0.068068	0.988 ± 0.039528	0.922 ± 0.014919	0.906 ± 0.022145	0.594 ± 0.143563	0.995 ± 0.014374
roc_auc	0.915 ± 0.018907	0.791 ± 0.065568	0.11709 ± 0.015106	0.734 ± 0.097373	0.582 ± 0.131136	0.3679 ± 0.043759	0.719 ± 0.096160	0.646 ± 0.112713	0.754 ± 0.060588	0.966 ± 0.057781	0.913 ± 0.019293	0.897 ± 0.026577	0.600 ± 0.122278	0.982 ± 0.031782
