	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.926 ± 0.018206	0.861 ± 0.021087	0.10816 ± 0.011428	0.845 ± 0.024072	0.721 ± 0.042175	0.3529 ± 0.034382	0.734 ± 0.044190	0.727 ± 0.043018	0.858 ± 0.018929	0.876 ± 0.030837	0.924 ± 0.018784	0.912 ± 0.019011	0.817 ± 0.026836	0.905 ± 0.025802
precision_recall_auc	0.923 ± 0.019263	0.802 ± 0.055785	0.11226 ± 0.011804	0.757 ± 0.084145	0.605 ± 0.111571	0.3641 ± 0.033423	0.700 ± 0.078243	0.650 ± 0.091896	0.774 ± 0.058616	0.927 ± 0.058489	0.921 ± 0.019829	0.913 ± 0.022682	0.650 ± 0.120157	0.955 ± 0.037113
roc_auc	0.917 ± 0.015610	0.800 ± 0.042386	0.11342 ± 0.011065	0.757 ± 0.061265	0.600 ± 0.084772	0.3642 ± 0.031841	0.688 ± 0.079192	0.642 ± 0.078938	0.770 ± 0.041079	0.918 ± 0.062385	0.915 ± 0.016085	0.911 ± 0.018241	0.650 ± 0.083024	0.950 ± 0.039800
