	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.907 ± 0.026478	0.820 ± 0.035985	0.12155 ± 0.014676	0.793 ± 0.041544	0.640 ± 0.071970	0.4006 ± 0.036824	0.686 ± 0.088582	0.662 ± 0.078694	0.802 ± 0.027898	0.884 ± 0.073498	0.905 ± 0.028098	0.889 ± 0.017495	0.722 ± 0.045361	0.918 ± 0.055876
precision_recall_auc	0.878 ± 0.069223	0.799 ± 0.035015	0.13194 ± 0.029988	0.766 ± 0.046451	0.599 ± 0.070030	0.4689 ± 0.178680	0.643 ± 0.070486	0.620 ± 0.069248	0.784 ± 0.032085	0.858 ± 0.051403	0.872 ± 0.076887	0.871 ± 0.059669	0.694 ± 0.060007	0.905 ± 0.039800
roc_auc	0.881 ± 0.066287	0.798 ± 0.031797	0.13053 ± 0.027613	0.766 ± 0.039659	0.595 ± 0.063593	0.4359 ± 0.124502	0.633 ± 0.067678	0.614 ± 0.064978	0.785 ± 0.027483	0.847 ± 0.048629	0.875 ± 0.073911	0.878 ± 0.054227	0.700 ± 0.046849	0.895 ± 0.037421
