	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.722 ± 0.037646	0.741 ± 0.062847	0.19503 ± 0.015477	0.723 ± 0.061265	0.482 ± 0.125693	0.5863 ± 0.035007	0.480 ± 0.124981	0.481 ± 0.125327	0.780 ± 0.052430	0.700 ± 0.075490	0.705 ± 0.043365	0.760 ± 0.036932	0.750 ± 0.053990	0.732 ± 0.086907
precision_recall_auc	0.726 ± 0.063166	0.710 ± 0.072742	0.20249 ± 0.023223	0.668 ± 0.100262	0.419 ± 0.145484	0.6060 ± 0.053280	0.435 ± 0.135507	0.426 ± 0.139530	0.738 ± 0.078472	0.697 ± 0.074853	0.715 ± 0.066180	0.739 ± 0.066092	0.656 ± 0.145344	0.764 ± 0.076661
roc_auc	0.726 ± 0.041506	0.742 ± 0.067003	0.19447 ± 0.017963	0.719 ± 0.073910	0.483 ± 0.134006	0.5885 ± 0.042451	0.483 ± 0.132530	0.483 ± 0.133257	0.775 ± 0.060999	0.708 ± 0.075321	0.710 ± 0.048251	0.752 ± 0.039454	0.733 ± 0.081985	0.750 ± 0.074996
