	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.783 ± 0.066726	0.741 ± 0.028871	0.19188 ± 0.026198	0.688 ± 0.045572	0.483 ± 0.057742	0.5823 ± 0.077744	0.539 ± 0.054071	0.510 ± 0.052111	0.733 ± 0.033379	0.806 ± 0.048776	0.776 ± 0.069388	0.758 ± 0.081533	0.606 ± 0.076129	0.877 ± 0.043122
precision_recall_auc	0.823 ± 0.060958	0.760 ± 0.054545	0.17158 ± 0.034805	0.713 ± 0.072784	0.520 ± 0.109089	0.5459 ± 0.117501	0.571 ± 0.105983	0.544 ± 0.106643	0.749 ± 0.050781	0.822 ± 0.067641	0.818 ± 0.062749	0.799 ± 0.082347	0.633 ± 0.091475	0.886 ± 0.049097
roc_auc	0.839 ± 0.045011	0.775 ± 0.045679	0.15953 ± 0.027559	0.734 ± 0.054037	0.550 ± 0.091358	0.4924 ± 0.071423	0.602 ± 0.104795	0.576 ± 0.097633	0.758 ± 0.033620	0.844 ± 0.073454	0.834 ± 0.046392	0.831 ± 0.058117	0.650 ± 0.045737	0.900 ± 0.051604
