	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.781 ± 0.040615	0.705 ± 0.040475	0.19975 ± 0.019534	0.647 ± 0.065034	0.411 ± 0.080950	0.6227 ± 0.090907	0.446 ± 0.079939	0.428 ± 0.079482	0.710 ± 0.037788	0.736 ± 0.055319	0.775 ± 0.042018	0.753 ± 0.051423	0.583 ± 0.087841	0.827 ± 0.046945
precision_recall_auc	0.785 ± 0.075069	0.732 ± 0.049525	0.19561 ± 0.038659	0.678 ± 0.064363	0.464 ± 0.099049	0.6461 ± 0.164718	0.512 ± 0.105010	0.487 ± 0.101166	0.727 ± 0.043009	0.786 ± 0.072507	0.778 ± 0.077798	0.756 ± 0.090948	0.600 ± 0.077690	0.864 ± 0.056692
roc_auc	0.814 ± 0.073614	0.731 ± 0.045551	0.18097 ± 0.039647	0.677 ± 0.059996	0.463 ± 0.091102	0.5705 ± 0.148876	0.515 ± 0.101594	0.488 ± 0.095278	0.724 ± 0.034455	0.791 ± 0.074517	0.809 ± 0.076399	0.795 ± 0.084694	0.594 ± 0.064417	0.868 ± 0.058486
