	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.870, 0.949]	[0.826, 0.922]	[0.09451, 0.14231]	[0.811, 0.914]	[0.652, 0.843]	[0.3414, 0.4736]	[0.647, 0.854]	[0.649, 0.849]	[0.833, 0.913]	[0.789, 0.941]	[0.870, 0.949]	[0.867, 0.937]	[0.778, 0.889]	[0.818, 0.955]
precision_recall_auc	[0.865, 0.943]	[0.798, 0.894]	[0.10134, 0.14636]	[0.778, 0.882]	[0.596, 0.788]	[0.3508, 0.4578]	[0.596, 0.812]	[0.596, 0.800]	[0.818, 0.875]	[0.778, 0.938]	[0.861, 0.941]	[0.859, 0.932]	[0.778, 0.833]	[0.818, 0.955]
roc_auc	[0.866, 0.945]	[0.798, 0.894]	[0.09933, 0.14464]	[0.778, 0.882]	[0.596, 0.788]	[0.3441, 0.4612]	[0.596, 0.812]	[0.596, 0.800]	[0.818, 0.875]	[0.778, 0.938]	[0.863, 0.944]	[0.861, 0.932]	[0.778, 0.833]	[0.818, 0.955]
