	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.860, 0.915]	[0.760, 0.866]	[0.11789, 0.15746]	[0.710, 0.848]	[0.520, 0.732]	[0.4191, 0.5045]	[0.587, 0.773]	[0.553, 0.753]	[0.741, 0.840]	[0.846, 0.933]	[0.856, 0.914]	[0.836, 0.876]	[0.611, 0.778]	[0.909, 0.955]
precision_recall_auc	[0.870, 0.920]	[0.788, 0.843]	[0.11631, 0.15559]	[0.750, 0.824]	[0.576, 0.687]	[0.3947, 0.5115]	[0.626, 0.736]	[0.601, 0.706]	[0.769, 0.833]	[0.857, 0.929]	[0.867, 0.920]	[0.824, 0.898]	[0.667, 0.778]	[0.909, 0.955]
roc_auc	[0.875, 0.919]	[0.760, 0.866]	[0.11715, 0.15536]	[0.710, 0.848]	[0.520, 0.732]	[0.3982, 0.4916]	[0.587, 0.773]	[0.553, 0.753]	[0.741, 0.840]	[0.846, 0.933]	[0.872, 0.917]	[0.846, 0.894]	[0.611, 0.778]	[0.909, 0.955]
