	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.929 ± 0.017694	0.853 ± 0.021855	0.10635 ± 0.009519	0.835 ± 0.026165	0.706 ± 0.043709	0.3490 ± 0.050538	0.719 ± 0.038993	0.712 ± 0.041160	0.850 ± 0.025222	0.869 ± 0.021874	0.928 ± 0.018239	0.919 ± 0.021574	0.806 ± 0.039284	0.900 ± 0.019165
precision_recall_auc	0.914 ± 0.018251	0.748 ± 0.079462	0.11804 ± 0.009143	0.659 ± 0.145465	0.496 ± 0.158925	0.3804 ± 0.041892	0.662 ± 0.098033	0.569 ± 0.129288	0.721 ± 0.068777	0.941 ± 0.073187	0.912 ± 0.019034	0.907 ± 0.013677	0.528 ± 0.166151	0.968 ± 0.043122
roc_auc	0.910 ± 0.034284	0.768 ± 0.066668	0.12097 ± 0.018079	0.701 ± 0.104399	0.536 ± 0.133336	0.3921 ± 0.072945	0.669 ± 0.108105	0.597 ± 0.118486	0.737 ± 0.059168	0.931 ± 0.074069	0.907 ± 0.035473	0.903 ± 0.035816	0.572 ± 0.125735	0.964 ± 0.041770
