	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.872 ± 0.034032	0.830 ± 0.052406	0.13329 ± 0.021188	0.813 ± 0.057228	0.660 ± 0.104812	0.4267 ± 0.049336	0.664 ± 0.108379	0.662 ± 0.106522	0.843 ± 0.044124	0.821 ± 0.068558	0.867 ± 0.035600	0.881 ± 0.031609	0.806 ± 0.053990	0.855 ± 0.059844
precision_recall_auc	0.876 ± 0.046557	0.852 ± 0.025950	0.12572 ± 0.020081	0.836 ± 0.028934	0.704 ± 0.051900	0.4470 ± 0.122752	0.710 ± 0.052349	0.707 ± 0.051990	0.859 ± 0.025200	0.851 ± 0.034766	0.872 ± 0.049231	0.887 ± 0.040365	0.822 ± 0.035136	0.882 ± 0.031782
roc_auc	0.884 ± 0.038794	0.852 ± 0.035309	0.12440 ± 0.020586	0.835 ± 0.040339	0.703 ± 0.070619	0.4405 ± 0.122445	0.711 ± 0.070916	0.707 ± 0.070659	0.856 ± 0.032439	0.856 ± 0.044842	0.880 ± 0.040665	0.888 ± 0.038108	0.817 ± 0.045737	0.886 ± 0.038629
