	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.918 ± 0.014980	0.861 ± 0.021143	0.10166 ± 0.011904	0.841 ± 0.025992	0.723 ± 0.042286	0.3383 ± 0.027424	0.789 ± 0.059001	0.755 ± 0.048098	0.827 ± 0.019353	0.963 ± 0.060381	0.917 ± 0.015216	0.886 ± 0.022328	0.750 ± 0.039284	0.973 ± 0.043913
precision_recall_auc	0.911 ± 0.015734	0.745 ± 0.069543	0.11689 ± 0.017343	0.652 ± 0.124236	0.491 ± 0.139086	0.3766 ± 0.060359	0.694 ± 0.086422	0.581 ± 0.114952	0.712 ± 0.057205	0.982 ± 0.057496	0.909 ± 0.016064	0.888 ± 0.024051	0.500 ± 0.136083	0.991 ± 0.028748
roc_auc	0.913 ± 0.014524	0.748 ± 0.075771	0.11831 ± 0.015745	0.652 ± 0.135480	0.495 ± 0.151542	0.3735 ± 0.053017	0.705 ± 0.069752	0.588 ± 0.118656	0.714 ± 0.065151	0.991 ± 0.028748	0.911 ± 0.014870	0.904 ± 0.021756	0.500 ± 0.152708	0.995 ± 0.014374
