	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.916, 0.951]	[0.816, 0.889]	[0.08325, 0.11737]	[0.788, 0.875]	[0.631, 0.778]	[0.2852, 0.3807]	[0.667, 0.846]	[0.649, 0.811]	[0.786, 0.846]	[0.867, 1.000]	[0.914, 0.950]	[0.881, 0.937]	[0.667, 0.778]	[0.909, 1.000]
precision_recall_auc	[0.897, 0.937]	[0.644, 0.861]	[0.08611, 0.13078]	[0.480, 0.839]	[0.288, 0.722]	[0.2987, 0.4102]	[0.494, 0.815]	[0.377, 0.767]	[0.636, 0.815]	[0.857, 1.000]	[0.894, 0.936]	[0.879, 0.934]	[0.333, 0.722]	[0.955, 1.000]
roc_auc	[0.903, 0.943]	[0.639, 0.861]	[0.08348, 0.13027]	[0.435, 0.839]	[0.278, 0.722]	[0.2888, 0.4076]	[0.629, 0.815]	[0.418, 0.767]	[0.629, 0.815]	[1.000, 1.000]	[0.901, 0.941]	[0.886, 0.944]	[0.278, 0.722]	[1.000, 1.000]
