	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.715 ± 0.070435	0.692 ± 0.036175	0.22044 ± 0.026205	0.668 ± 0.043059	0.384 ± 0.072349	0.6698 ± 0.084347	0.384 ± 0.071193	0.384 ± 0.071731	0.734 ± 0.038400	0.650 ± 0.040582	0.700 ± 0.079747	0.726 ± 0.052635	0.689 ± 0.065210	0.695 ± 0.052705
precision_recall_auc	0.690 ± 0.065741	0.644 ± 0.061361	0.22895 ± 0.029586	0.597 ± 0.077973	0.288 ± 0.122723	0.6917 ± 0.094543	0.298 ± 0.129060	0.293 ± 0.125398	0.677 ± 0.057839	0.621 ± 0.081299	0.675 ± 0.072534	0.707 ± 0.053410	0.583 ± 0.105572	0.705 ± 0.083677
roc_auc	0.705 ± 0.081217	0.685 ± 0.069403	0.21865 ± 0.033784	0.651 ± 0.098650	0.370 ± 0.138806	0.6598 ± 0.101953	0.371 ± 0.139439	0.371 ± 0.139093	0.725 ± 0.067770	0.646 ± 0.076970	0.690 ± 0.088308	0.731 ± 0.067563	0.661 ± 0.126821	0.709 ± 0.053354
