	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.904 ± 0.018645	0.812 ± 0.034092	0.12493 ± 0.012319	0.785 ± 0.042874	0.624 ± 0.068185	0.3961 ± 0.035511	0.652 ± 0.066196	0.638 ± 0.066550	0.804 ± 0.033045	0.848 ± 0.045424	0.902 ± 0.019207	0.885 ± 0.025338	0.733 ± 0.057378	0.891 ± 0.038331
precision_recall_auc	0.912 ± 0.017552	0.812 ± 0.063014	0.11620 ± 0.010015	0.770 ± 0.091137	0.625 ± 0.126028	0.3730 ± 0.025918	0.721 ± 0.102369	0.670 ± 0.111681	0.780 ± 0.060390	0.941 ± 0.069802	0.910 ± 0.018070	0.899 ± 0.022348	0.661 ± 0.118432	0.964 ± 0.041770
roc_auc	0.915 ± 0.015339	0.798 ± 0.040130	0.11501 ± 0.009277	0.755 ± 0.066359	0.596 ± 0.080261	0.3675 ± 0.025407	0.687 ± 0.070283	0.639 ± 0.065581	0.773 ± 0.043851	0.914 ± 0.080754	0.912 ± 0.015852	0.907 ± 0.017127	0.656 ± 0.104100	0.941 ± 0.056894
