	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.921, 0.954]	[0.843, 0.889]	[0.07896, 0.10956]	[0.824, 0.875]	[0.687, 0.778]	[0.2778, 0.3511]	[0.708, 0.846]	[0.698, 0.811]	[0.815, 0.846]	[0.875, 1.000]	[0.919, 0.954]	[0.894, 0.937]	[0.722, 0.778]	[0.909, 1.000]
precision_recall_auc	[0.924, 0.950]	[0.722, 0.861]	[0.08751, 0.11015]	[0.615, 0.839]	[0.444, 0.722]	[0.2873, 0.3475]	[0.688, 0.815]	[0.553, 0.767]	[0.688, 0.815]	[1.000, 1.000]	[0.923, 0.949]	[0.912, 0.942]	[0.444, 0.722]	[1.000, 1.000]
roc_auc	[0.920, 0.945]	[0.750, 0.917]	[0.09065, 0.12178]	[0.667, 0.909]	[0.500, 0.833]	[0.3001, 0.3720]	[0.633, 0.880]	[0.568, 0.856]	[0.710, 0.880]	[0.909, 1.000]	[0.918, 0.944]	[0.907, 0.942]	[0.500, 0.833]	[0.955, 1.000]
