	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.710, 0.877]	[0.664, 0.798]	[0.14328, 0.24838]	[0.606, 0.778]	[0.328, 0.596]	[0.4388, 0.9679]	[0.347, 0.596]	[0.337, 0.596]	[0.680, 0.818]	[0.650, 0.778]	[0.703, 0.874]	[0.646, 0.859]	[0.556, 0.778]	[0.682, 0.818]
precision_recall_auc	[0.768, 0.852]	[0.692, 0.770]	[0.16563, 0.21994]	[0.647, 0.743]	[0.384, 0.540]	[0.5017, 0.8438]	[0.396, 0.547]	[0.390, 0.544]	[0.708, 0.800]	[0.684, 0.765]	[0.763, 0.848]	[0.725, 0.843]	[0.611, 0.778]	[0.727, 0.818]
roc_auc	[0.783, 0.849]	[0.669, 0.775]	[0.16077, 0.22959]	[0.629, 0.757]	[0.338, 0.551]	[0.5300, 0.7937]	[0.343, 0.546]	[0.341, 0.548]	[0.696, 0.810]	[0.632, 0.750]	[0.778, 0.846]	[0.750, 0.836]	[0.611, 0.778]	[0.682, 0.818]
