	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.927 ± 0.020970	0.825 ± 0.023635	0.11374 ± 0.017861	0.804 ± 0.023848	0.649 ± 0.047270	0.3638 ± 0.053171	0.665 ± 0.056476	0.657 ± 0.051698	0.825 ± 0.011829	0.840 ± 0.049318	0.926 ± 0.021524	0.914 ± 0.024757	0.772 ± 0.017568	0.877 ± 0.048152
precision_recall_auc	0.924 ± 0.017925	0.824 ± 0.038354	0.12142 ± 0.013419	0.798 ± 0.047487	0.648 ± 0.076707	0.3816 ± 0.057858	0.684 ± 0.077847	0.665 ± 0.075778	0.811 ± 0.036787	0.873 ± 0.059377	0.922 ± 0.018332	0.913 ± 0.022306	0.739 ± 0.064417	0.909 ± 0.047913
roc_auc	0.925 ± 0.021533	0.827 ± 0.037308	0.12015 ± 0.010611	0.800 ± 0.050072	0.654 ± 0.074615	0.3733 ± 0.041971	0.689 ± 0.059109	0.671 ± 0.065192	0.816 ± 0.045418	0.873 ± 0.043337	0.923 ± 0.022219	0.916 ± 0.023206	0.744 ± 0.083641	0.909 ± 0.037113
