	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.880, 0.957]	[0.775, 0.843]	[0.08679, 0.15079]	[0.757, 0.824]	[0.551, 0.687]	[0.2937, 0.4793]	[0.546, 0.708]	[0.548, 0.698]	[0.800, 0.833]	[0.737, 0.875]	[0.877, 0.955]	[0.869, 0.955]	[0.722, 0.778]	[0.773, 0.909]
precision_recall_auc	[0.895, 0.948]	[0.742, 0.866]	[0.10484, 0.14509]	[0.706, 0.848]	[0.485, 0.732]	[0.3239, 0.5020]	[0.500, 0.773]	[0.492, 0.753]	[0.750, 0.840]	[0.750, 0.933]	[0.893, 0.947]	[0.884, 0.947]	[0.611, 0.778]	[0.818, 0.955]
roc_auc	[0.891, 0.950]	[0.765, 0.871]	[0.10506, 0.13937]	[0.727, 0.857]	[0.530, 0.742]	[0.3269, 0.4566]	[0.560, 0.773]	[0.545, 0.753]	[0.750, 0.870]	[0.800, 0.933]	[0.888, 0.948]	[0.886, 0.947]	[0.611, 0.833]	[0.864, 0.955]
