	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.835 ± 0.044770	0.788 ± 0.036439	0.15298 ± 0.015923	0.758 ± 0.044056	0.576 ± 0.072878	0.4873 ± 0.061618	0.599 ± 0.073926	0.587 ± 0.072722	0.790 ± 0.044280	0.809 ± 0.052122	0.828 ± 0.048476	0.857 ± 0.031043	0.717 ± 0.071482	0.859 ± 0.050023
precision_recall_auc	0.794 ± 0.056958	0.744 ± 0.070045	0.17133 ± 0.029177	0.693 ± 0.102472	0.488 ± 0.140089	0.5323 ± 0.084377	0.525 ± 0.121311	0.506 ± 0.130584	0.746 ± 0.070316	0.779 ± 0.062688	0.786 ± 0.058882	0.818 ± 0.060463	0.633 ± 0.136586	0.855 ± 0.046945
roc_auc	0.820 ± 0.037921	0.756 ± 0.059993	0.16876 ± 0.027646	0.716 ± 0.070697	0.511 ± 0.119985	0.5376 ± 0.093404	0.541 ± 0.125704	0.526 ± 0.122277	0.755 ± 0.053910	0.786 ± 0.081145	0.814 ± 0.039322	0.831 ± 0.041048	0.661 ± 0.080508	0.850 ± 0.064461
