	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.697 ± 0.067069	0.654 ± 0.028030	0.21998 ± 0.017680	0.681 ± 0.023055	0.309 ± 0.056061	0.6714 ± 0.083277	0.369 ± 0.069391	0.337 ± 0.060957	0.810 ± 0.055450	0.559 ± 0.021218	0.679 ± 0.074722	0.751 ± 0.053021	0.872 ± 0.045737	0.436 ± 0.053354
precision_recall_auc	0.753 ± 0.063160	0.685 ± 0.052708	0.19620 ± 0.024368	0.699 ± 0.042965	0.369 ± 0.105416	0.5952 ± 0.097753	0.403 ± 0.100086	0.386 ± 0.102499	0.811 ± 0.055313	0.592 ± 0.049626	0.739 ± 0.069916	0.796 ± 0.045017	0.856 ± 0.038845	0.514 ± 0.083126
roc_auc	0.742 ± 0.048914	0.676 ± 0.040958	0.19648 ± 0.020698	0.690 ± 0.035259	0.353 ± 0.081916	0.6004 ± 0.071942	0.384 ± 0.079872	0.368 ± 0.080294	0.797 ± 0.048822	0.587 ± 0.039471	0.728 ± 0.056116	0.797 ± 0.032585	0.839 ± 0.048644	0.514 ± 0.071228
