	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.884 ± 0.021629	0.810 ± 0.032305	0.13741 ± 0.011460	0.783 ± 0.042459	0.621 ± 0.064610	0.4621 ± 0.040642	0.645 ± 0.053175	0.633 ± 0.058483	0.808 ± 0.044073	0.838 ± 0.030884	0.881 ± 0.022598	0.864 ± 0.019705	0.739 ± 0.074305	0.882 ± 0.031782
precision_recall_auc	0.874 ± 0.032803	0.809 ± 0.052300	0.14499 ± 0.021457	0.784 ± 0.061948	0.618 ± 0.104600	0.4844 ± 0.061110	0.637 ± 0.103852	0.627 ± 0.103916	0.811 ± 0.047542	0.826 ± 0.067942	0.871 ± 0.034436	0.854 ± 0.026922	0.750 ± 0.075223	0.868 ± 0.062287
roc_auc	0.868 ± 0.028887	0.802 ± 0.029209	0.14705 ± 0.014791	0.778 ± 0.033601	0.605 ± 0.058418	0.4914 ± 0.049680	0.618 ± 0.059603	0.611 ± 0.058514	0.808 ± 0.029285	0.810 ± 0.043236	0.865 ± 0.030566	0.846 ± 0.019285	0.750 ± 0.047213	0.855 ± 0.041770
