	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.779 ± 0.057407	0.715 ± 0.070865	0.19832 ± 0.030310	0.654 ± 0.087026	0.430 ± 0.141730	0.7444 ± 0.233216	0.498 ± 0.178878	0.462 ± 0.158049	0.709 ± 0.048653	0.789 ± 0.138683	0.772 ± 0.060216	0.756 ± 0.050716	0.567 ± 0.081985	0.864 ± 0.102763
precision_recall_auc	0.799 ± 0.047114	0.716 ± 0.040106	0.18882 ± 0.022673	0.650 ± 0.055746	0.433 ± 0.080211	0.7189 ± 0.177110	0.499 ± 0.091088	0.464 ± 0.084077	0.708 ± 0.032164	0.791 ± 0.068162	0.794 ± 0.048758	0.773 ± 0.050266	0.556 ± 0.064150	0.877 ± 0.048152
roc_auc	0.796 ± 0.045889	0.716 ± 0.036888	0.19596 ± 0.024536	0.655 ± 0.053506	0.431 ± 0.073775	0.7340 ± 0.169429	0.480 ± 0.071713	0.455 ± 0.072297	0.711 ± 0.031895	0.769 ± 0.045694	0.790 ± 0.047254	0.772 ± 0.059803	0.572 ± 0.064417	0.859 ± 0.033539
