	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.757 ± 0.050557	0.718 ± 0.045217	0.19374 ± 0.020331	0.675 ± 0.066354	0.435 ± 0.090434	0.6323 ± 0.051705	0.450 ± 0.083217	0.443 ± 0.086574	0.735 ± 0.050861	0.715 ± 0.043809	0.746 ± 0.055872	0.780 ± 0.037229	0.644 ± 0.098688	0.791 ± 0.038331
precision_recall_auc	0.783 ± 0.075366	0.717 ± 0.055370	0.18116 ± 0.023170	0.651 ± 0.080772	0.434 ± 0.110739	0.6102 ± 0.081559	0.501 ± 0.127396	0.466 ± 0.116332	0.710 ± 0.043072	0.791 ± 0.098630	0.773 ± 0.083534	0.801 ± 0.043962	0.561 ± 0.092407	0.873 ± 0.070418
roc_auc	0.751 ± 0.070135	0.713 ± 0.065150	0.19212 ± 0.022490	0.665 ± 0.085704	0.427 ± 0.130300	0.6381 ± 0.070862	0.453 ± 0.131063	0.439 ± 0.129626	0.726 ± 0.061707	0.727 ± 0.085138	0.738 ± 0.077981	0.787 ± 0.041805	0.622 ± 0.113553	0.805 ± 0.077406
