	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.803 ± 0.039330	0.742 ± 0.040726	0.17403 ± 0.012485	0.700 ± 0.047022	0.484 ± 0.081453	0.6070 ± 0.264939	0.516 ± 0.096044	0.500 ± 0.088281	0.741 ± 0.028842	0.775 ± 0.070052	0.796 ± 0.042776	0.819 ± 0.028782	0.639 ± 0.039284	0.845 ± 0.053354
precision_recall_auc	0.814 ± 0.030387	0.743 ± 0.035093	0.17071 ± 0.011774	0.703 ± 0.038045	0.486 ± 0.070186	0.5269 ± 0.040211	0.513 ± 0.080111	0.499 ± 0.074644	0.745 ± 0.026231	0.768 ± 0.059147	0.810 ± 0.033462	0.822 ± 0.023637	0.650 ± 0.037497	0.836 ± 0.053354
roc_auc	0.815 ± 0.042180	0.749 ± 0.045161	0.17071 ± 0.013509	0.710 ± 0.055152	0.497 ± 0.090323	0.5984 ± 0.268104	0.522 ± 0.092414	0.509 ± 0.090679	0.752 ± 0.040712	0.770 ± 0.060030	0.811 ± 0.044483	0.824 ± 0.030855	0.661 ± 0.066512	0.836 ± 0.048862
