	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.683 ± 0.073589	0.686 ± 0.047917	0.22165 ± 0.020786	0.655 ± 0.062617	0.371 ± 0.095834	0.6454 ± 0.056023	0.372 ± 0.090656	0.372 ± 0.093194	0.724 ± 0.054989	0.648 ± 0.039938	0.669 ± 0.081091	0.707 ± 0.061999	0.667 ± 0.094426	0.705 ± 0.044174
precision_recall_auc	0.625 ± 0.067488	0.611 ± 0.060930	0.23491 ± 0.020610	0.520 ± 0.106676	0.221 ± 0.121860	0.6741 ± 0.053166	0.247 ± 0.130769	0.233 ± 0.124531	0.638 ± 0.053010	0.609 ± 0.088235	0.613 ± 0.070277	0.650 ± 0.066442	0.467 ± 0.136586	0.755 ± 0.080745
roc_auc	0.651 ± 0.082900	0.638 ± 0.071734	0.22716 ± 0.024107	0.584 ± 0.106998	0.276 ± 0.143468	0.6571 ± 0.062972	0.282 ± 0.143895	0.279 ± 0.143682	0.671 ± 0.066240	0.610 ± 0.081691	0.636 ± 0.087342	0.679 ± 0.081534	0.567 ± 0.133024	0.709 ± 0.068434
