	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.664 ± 0.087064	0.666 ± 0.046347	0.22474 ± 0.026612	0.670 ± 0.042715	0.332 ± 0.092694	0.7451 ± 0.118472	0.343 ± 0.094323	0.338 ± 0.093370	0.754 ± 0.057463	0.589 ± 0.040846	0.646 ± 0.094037	0.729 ± 0.053730	0.778 ± 0.058561	0.555 ± 0.063564
precision_recall_auc	0.742 ± 0.054395	0.732 ± 0.029401	0.19397 ± 0.010481	0.733 ± 0.026367	0.465 ± 0.058802	0.6629 ± 0.070939	0.481 ± 0.055786	0.473 ± 0.056913	0.839 ± 0.034705	0.643 ± 0.031045	0.729 ± 0.060862	0.792 ± 0.023138	0.856 ± 0.038845	0.609 ± 0.053354
roc_auc	0.736 ± 0.054425	0.732 ± 0.038845	0.19153 ± 0.013670	0.733 ± 0.034610	0.464 ± 0.077690	0.6690 ± 0.091021	0.478 ± 0.073637	0.471 ± 0.075404	0.833 ± 0.039386	0.644 ± 0.040893	0.720 ± 0.060971	0.799 ± 0.027745	0.850 ± 0.037497	0.614 ± 0.061546
