	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.922 ± 0.042246	0.852 ± 0.028397	0.10145 ± 0.020559	0.830 ± 0.033039	0.704 ± 0.056794	0.3662 ± 0.137922	0.764 ± 0.076179	0.733 ± 0.064866	0.821 ± 0.023058	0.942 ± 0.068642	0.920 ± 0.043768	0.899 ± 0.046012	0.744 ± 0.038845	0.959 ± 0.050023
precision_recall_auc	0.924 ± 0.018949	0.744 ± 0.074363	0.10844 ± 0.015396	0.651 ± 0.137357	0.487 ± 0.148726	0.3449 ± 0.039630	0.674 ± 0.096791	0.570 ± 0.125781	0.712 ± 0.059614	0.961 ± 0.064417	0.922 ± 0.019488	0.911 ± 0.020068	0.506 ± 0.144516	0.982 ± 0.031782
roc_auc	0.925 ± 0.013147	0.740 ± 0.026804	0.11056 ± 0.011926	0.650 ± 0.049597	0.480 ± 0.053608	0.3489 ± 0.030138	0.685 ± 0.042361	0.573 ± 0.044035	0.704 ± 0.022154	0.981 ± 0.040304	0.923 ± 0.013599	0.921 ± 0.014025	0.489 ± 0.057378	0.991 ± 0.019165
