	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.908 ± 0.021798	0.849 ± 0.026726	0.11125 ± 0.014351	0.830 ± 0.030121	0.698 ± 0.053452	0.3684 ± 0.050336	0.737 ± 0.077379	0.717 ± 0.064601	0.830 ± 0.014206	0.907 ± 0.070925	0.907 ± 0.022625	0.880 ± 0.026757	0.767 ± 0.023424	0.932 ± 0.053569
precision_recall_auc	0.914 ± 0.017456	0.766 ± 0.051712	0.11700 ± 0.019208	0.695 ± 0.083361	0.532 ± 0.103424	0.3680 ± 0.053139	0.694 ± 0.080774	0.606 ± 0.089832	0.730 ± 0.044699	0.964 ± 0.059268	0.912 ± 0.017875	0.894 ± 0.022805	0.550 ± 0.099553	0.982 ± 0.031782
roc_auc	0.914 ± 0.014964	0.740 ± 0.018927	0.11947 ± 0.015118	0.654 ± 0.033511	0.481 ± 0.037854	0.3730 ± 0.039898	0.676 ± 0.047688	0.570 ± 0.036662	0.705 ± 0.015647	0.971 ± 0.046906	0.912 ± 0.015358	0.903 ± 0.022563	0.494 ± 0.040992	0.986 ± 0.021957
