	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.849 ± 0.033108	0.853 ± 0.025163	0.13226 ± 0.008067	0.838 ± 0.027237	0.706 ± 0.050325	0.4271 ± 0.022494	0.709 ± 0.052901	0.707 ± 0.051544	0.865 ± 0.020138	0.844 ± 0.038202	0.842 ± 0.035691	0.879 ± 0.014158	0.833 ± 0.026189	0.873 ± 0.035855
precision_recall_auc	0.844 ± 0.022064	0.844 ± 0.021607	0.13100 ± 0.007388	0.826 ± 0.024563	0.687 ± 0.043214	0.4345 ± 0.024310	0.697 ± 0.047529	0.692 ± 0.045130	0.847 ± 0.019930	0.849 ± 0.036685	0.838 ± 0.024397	0.880 ± 0.017675	0.806 ± 0.029280	0.882 ± 0.031782
roc_auc	0.846 ± 0.030325	0.846 ± 0.023297	0.13432 ± 0.010613	0.829 ± 0.025993	0.692 ± 0.046594	0.4379 ± 0.031712	0.702 ± 0.048702	0.697 ± 0.047513	0.848 ± 0.020587	0.854 ± 0.035034	0.840 ± 0.032004	0.875 ± 0.019642	0.806 ± 0.029280	0.886 ± 0.032141
