	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.922 ± 0.020886	0.851 ± 0.024496	0.10894 ± 0.018619	0.832 ± 0.026894	0.702 ± 0.048993	0.3771 ± 0.053408	0.728 ± 0.066585	0.715 ± 0.057375	0.838 ± 0.013098	0.890 ± 0.059157	0.920 ± 0.021449	0.902 ± 0.023371	0.783 ± 0.017568	0.918 ± 0.046945
precision_recall_auc	0.917 ± 0.031514	0.825 ± 0.045907	0.11962 ± 0.022409	0.796 ± 0.062237	0.649 ± 0.091815	0.3899 ± 0.083672	0.696 ± 0.080084	0.672 ± 0.085351	0.805 ± 0.045567	0.891 ± 0.047632	0.915 ± 0.032348	0.908 ± 0.037366	0.722 ± 0.082817	0.927 ± 0.031782
roc_auc	0.920 ± 0.030626	0.812 ± 0.059055	0.11935 ± 0.022990	0.778 ± 0.085488	0.625 ± 0.118111	0.3737 ± 0.080616	0.673 ± 0.097482	0.648 ± 0.106831	0.799 ± 0.059455	0.874 ± 0.063616	0.918 ± 0.031448	0.918 ± 0.035518	0.711 ± 0.116534	0.914 ± 0.050023
