	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.811, 0.893]	[0.737, 0.876]	[0.10965, 0.13711]	[0.688, 0.865]	[0.475, 0.753]	[0.3696, 0.4480]	[0.516, 0.752]	[0.495, 0.750]	[0.731, 0.905]	[0.786, 0.929]	[0.791, 0.889]	[0.878, 0.917]	[0.611, 0.889]	[0.864, 0.955]
precision_recall_auc	[0.826, 0.912]	[0.765, 0.894]	[0.10776, 0.12749]	[0.727, 0.882]	[0.530, 0.788]	[0.3501, 0.4549]	[0.560, 0.812]	[0.545, 0.800]	[0.760, 0.875]	[0.789, 0.938]	[0.810, 0.908]	[0.889, 0.928]	[0.667, 0.833]	[0.818, 0.955]
roc_auc	[0.829, 0.894]	[0.811, 0.871]	[0.10764, 0.12412]	[0.774, 0.857]	[0.621, 0.742]	[0.3512, 0.4351]	[0.647, 0.752]	[0.649, 0.747]	[0.778, 0.870]	[0.789, 0.923]	[0.814, 0.889]	[0.896, 0.924]	[0.667, 0.833]	[0.818, 0.955]
