	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.943 ± 0.011930	0.884 ± 0.026282	0.08652 ± 0.010667	0.869 ± 0.031376	0.767 ± 0.052565	0.3183 ± 0.038013	0.815 ± 0.060959	0.791 ± 0.055597	0.853 ± 0.022944	0.962 ± 0.051874	0.942 ± 0.012148	0.927 ± 0.018442	0.794 ± 0.037497	0.973 ± 0.038331
precision_recall_auc	0.919 ± 0.013340	0.725 ± 0.064492	0.11037 ± 0.007950	0.619 ± 0.117182	0.449 ± 0.128983	0.3729 ± 0.022691	0.651 ± 0.078367	0.538 ± 0.101815	0.698 ± 0.055695	0.953 ± 0.062797	0.918 ± 0.014009	0.903 ± 0.015432	0.472 ± 0.136711	0.977 ± 0.032141
roc_auc	0.905 ± 0.016891	0.764 ± 0.060490	0.12055 ± 0.009870	0.701 ± 0.094545	0.529 ± 0.120979	0.3896 ± 0.028052	0.641 ± 0.099498	0.581 ± 0.107247	0.739 ± 0.056577	0.902 ± 0.070846	0.903 ± 0.017756	0.897 ± 0.016460	0.583 ± 0.120726	0.945 ± 0.041770
