	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.929 ± 0.009258	0.873 ± 0.024076	0.09794 ± 0.010128	0.857 ± 0.026788	0.746 ± 0.048152	0.3230 ± 0.023300	0.798 ± 0.070858	0.772 ± 0.059203	0.842 ± 0.006980	0.957 ± 0.063901	0.927 ± 0.009417	0.908 ± 0.018336	0.778 ± 0.000000	0.968 ± 0.048152
precision_recall_auc	0.928 ± 0.018743	0.740 ± 0.023388	0.10507 ± 0.012253	0.650 ± 0.043922	0.480 ± 0.046776	0.3325 ± 0.035442	0.685 ± 0.040859	0.573 ± 0.039172	0.704 ± 0.019289	0.981 ± 0.040304	0.927 ± 0.019146	0.917 ± 0.027262	0.489 ± 0.051052	0.991 ± 0.019165
roc_auc	0.932 ± 0.016509	0.765 ± 0.033616	0.10784 ± 0.014859	0.694 ± 0.062706	0.531 ± 0.067233	0.3390 ± 0.040114	0.705 ± 0.041547	0.611 ± 0.049411	0.728 ± 0.031571	0.977 ± 0.049706	0.930 ± 0.016945	0.924 ± 0.018171	0.544 ± 0.081985	0.986 ± 0.030679
