	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.922 ± 0.010450	0.863 ± 0.012679	0.10692 ± 0.004799	0.848 ± 0.014899	0.727 ± 0.025359	0.3468 ± 0.013354	0.738 ± 0.023091	0.732 ± 0.024066	0.862 ± 0.015078	0.876 ± 0.015293	0.920 ± 0.010802	0.909 ± 0.014225	0.822 ± 0.023424	0.905 ± 0.014374
precision_recall_auc	0.916 ± 0.009697	0.723 ± 0.050267	0.11564 ± 0.007622	0.625 ± 0.090659	0.446 ± 0.100533	0.3684 ± 0.021187	0.621 ± 0.093346	0.525 ± 0.095185	0.696 ± 0.038735	0.926 ± 0.069968	0.914 ± 0.010102	0.905 ± 0.011107	0.478 ± 0.095150	0.968 ± 0.030679
roc_auc	0.917 ± 0.012178	0.746 ± 0.049485	0.11759 ± 0.008247	0.665 ± 0.088115	0.491 ± 0.098971	0.3701 ± 0.022166	0.651 ± 0.079382	0.564 ± 0.082547	0.717 ± 0.046527	0.934 ± 0.075570	0.915 ± 0.012607	0.910 ± 0.011492	0.528 ± 0.114904	0.964 ± 0.046945
