	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.937 ± 0.016779	0.850 ± 0.027536	0.09324 ± 0.013313	0.827 ± 0.031176	0.701 ± 0.055071	0.3129 ± 0.030418	0.774 ± 0.079574	0.736 ± 0.066574	0.813 ± 0.014021	0.961 ± 0.068839	0.936 ± 0.017190	0.918 ± 0.021957	0.728 ± 0.017568	0.973 ± 0.048862
precision_recall_auc	0.933 ± 0.022608	0.773 ± 0.042406	0.09915 ± 0.017977	0.704 ± 0.069427	0.545 ± 0.084812	0.3209 ± 0.051632	0.721 ± 0.054761	0.627 ± 0.070655	0.731 ± 0.036052	0.990 ± 0.031623	0.931 ± 0.023203	0.922 ± 0.028446	0.550 ± 0.080508	0.995 ± 0.014374
roc_auc	0.930 ± 0.024563	0.778 ± 0.042736	0.10524 ± 0.019510	0.713 ± 0.069347	0.557 ± 0.085471	0.3356 ± 0.053056	0.726 ± 0.056036	0.635 ± 0.071674	0.736 ± 0.036495	0.990 ± 0.031623	0.928 ± 0.025218	0.922 ± 0.029291	0.561 ± 0.080508	0.995 ± 0.014374
