	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.700 ± 0.066316	0.680 ± 0.040453	0.21964 ± 0.018329	0.654 ± 0.051556	0.360 ± 0.080906	0.6428 ± 0.056366	0.359 ± 0.078319	0.359 ± 0.079611	0.724 ± 0.043620	0.636 ± 0.040758	0.694 ± 0.068048	0.726 ± 0.035999	0.678 ± 0.077690	0.682 ± 0.052486
precision_recall_auc	0.703 ± 0.051780	0.670 ± 0.042192	0.21538 ± 0.017122	0.647 ± 0.046230	0.340 ± 0.084384	0.6277 ± 0.043411	0.339 ± 0.083910	0.340 ± 0.084142	0.714 ± 0.039347	0.625 ± 0.047236	0.691 ± 0.055976	0.731 ± 0.032026	0.672 ± 0.055246	0.668 ± 0.052705
roc_auc	0.700 ± 0.069124	0.674 ± 0.039002	0.21761 ± 0.019588	0.654 ± 0.039142	0.348 ± 0.078004	0.6364 ± 0.055996	0.346 ± 0.076466	0.347 ± 0.077230	0.721 ± 0.036080	0.625 ± 0.043184	0.687 ± 0.075041	0.730 ± 0.038987	0.689 ± 0.046849	0.659 ± 0.057695
