	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.693 ± 0.064746	0.677 ± 0.055765	0.22764 ± 0.028533	0.661 ± 0.064331	0.353 ± 0.111530	0.7654 ± 0.105854	0.354 ± 0.111572	0.353 ± 0.111506	0.737 ± 0.067459	0.617 ± 0.048844	0.676 ± 0.070472	0.727 ± 0.051903	0.717 ± 0.096047	0.636 ± 0.056692
precision_recall_auc	0.784 ± 0.066713	0.739 ± 0.048590	0.19045 ± 0.026407	0.722 ± 0.050725	0.478 ± 0.097179	0.6426 ± 0.110479	0.475 ± 0.096078	0.477 ± 0.096625	0.783 ± 0.044128	0.692 ± 0.054867	0.777 ± 0.071271	0.791 ± 0.044074	0.756 ± 0.053672	0.723 ± 0.058486
roc_auc	0.762 ± 0.078593	0.734 ± 0.047632	0.19352 ± 0.029380	0.717 ± 0.047724	0.468 ± 0.095264	0.6941 ± 0.159560	0.465 ± 0.095107	0.467 ± 0.095181	0.778 ± 0.041886	0.687 ± 0.056837	0.749 ± 0.088710	0.786 ± 0.050379	0.750 ± 0.047213	0.718 ± 0.063564
