	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.872 ± 0.045120	0.814 ± 0.065777	0.15163 ± 0.023885	0.791 ± 0.076256	0.628 ± 0.131555	0.4993 ± 0.081596	0.645 ± 0.137772	0.637 ± 0.134474	0.814 ± 0.054963	0.831 ± 0.087477	0.869 ± 0.046371	0.847 ± 0.050506	0.756 ± 0.074994	0.873 ± 0.067079
precision_recall_auc	0.891 ± 0.042003	0.833 ± 0.052470	0.14256 ± 0.022467	0.809 ± 0.062584	0.666 ± 0.104940	0.5212 ± 0.109920	0.693 ± 0.104700	0.679 ± 0.103879	0.825 ± 0.055531	0.869 ± 0.065131	0.889 ± 0.043112	0.861 ± 0.052856	0.761 ± 0.083024	0.905 ± 0.045201
roc_auc	0.884 ± 0.047895	0.818 ± 0.040453	0.14352 ± 0.025028	0.793 ± 0.045373	0.635 ± 0.080906	0.5328 ± 0.117859	0.665 ± 0.091621	0.650 ± 0.085016	0.811 ± 0.038886	0.854 ± 0.072485	0.881 ± 0.049451	0.861 ± 0.058133	0.744 ± 0.059720	0.891 ± 0.061359
