	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.885 ± 0.017447	0.819 ± 0.036957	0.13937 ± 0.009613	0.788 ± 0.048287	0.637 ± 0.073913	0.4575 ± 0.028109	0.691 ± 0.068486	0.664 ± 0.070281	0.796 ± 0.036410	0.895 ± 0.045113	0.884 ± 0.017118	0.855 ± 0.021185	0.706 ± 0.064417	0.932 ± 0.032141
precision_recall_auc	0.882 ± 0.016139	0.819 ± 0.036957	0.14044 ± 0.010941	0.788 ± 0.049516	0.637 ± 0.073913	0.5373 ± 0.255631	0.691 ± 0.066688	0.664 ± 0.069305	0.796 ± 0.034936	0.896 ± 0.044234	0.881 ± 0.014636	0.852 ± 0.016734	0.706 ± 0.064417	0.932 ± 0.032141
roc_auc	0.889 ± 0.019956	0.819 ± 0.028525	0.13962 ± 0.012712	0.790 ± 0.034540	0.638 ± 0.057051	0.4626 ± 0.028908	0.687 ± 0.063220	0.662 ± 0.059617	0.797 ± 0.022922	0.890 ± 0.045028	0.887 ± 0.020333	0.854 ± 0.022953	0.711 ± 0.035136	0.927 ± 0.031782
