	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.895 ± 0.056112	0.843 ± 0.056929	0.12230 ± 0.023087	0.823 ± 0.066256	0.687 ± 0.113857	0.4075 ± 0.083000	0.711 ± 0.118088	0.699 ± 0.115637	0.834 ± 0.048740	0.877 ± 0.076902	0.891 ± 0.059427	0.899 ± 0.037584	0.778 ± 0.069290	0.909 ± 0.060606
precision_recall_auc	0.894 ± 0.046622	0.838 ± 0.052080	0.12639 ± 0.031677	0.818 ± 0.062548	0.677 ± 0.104160	0.4249 ± 0.101607	0.704 ± 0.115931	0.690 ± 0.109450	0.830 ± 0.042552	0.874 ± 0.087196	0.890 ± 0.048938	0.900 ± 0.037232	0.772 ± 0.066512	0.905 ± 0.069267
roc_auc	0.870 ± 0.040587	0.820 ± 0.040383	0.14072 ± 0.025865	0.798 ± 0.049723	0.640 ± 0.080766	0.4649 ± 0.097767	0.654 ± 0.079465	0.647 ± 0.079720	0.825 ± 0.040676	0.829 ± 0.052549	0.865 ± 0.042588	0.887 ± 0.034172	0.772 ± 0.066512	0.868 ± 0.045201
