	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.628 ± 0.058669	0.644 ± 0.049424	0.23370 ± 0.015526	0.615 ± 0.068485	0.289 ± 0.098849	0.6715 ± 0.039094	0.288 ± 0.096461	0.289 ± 0.097657	0.692 ± 0.054049	0.597 ± 0.044663	0.610 ± 0.063604	0.678 ± 0.049671	0.639 ± 0.098862	0.650 ± 0.037421
precision_recall_auc	0.499 ± 0.074279	0.514 ± 0.063318	0.25887 ± 0.018045	0.336 ± 0.187944	0.028 ± 0.126637	0.7268 ± 0.050912	-0.010 ± 0.232202	0.030 ± 0.142019	0.560 ± 0.050818	0.430 ± 0.201050	0.491 ± 0.074032	0.520 ± 0.088159	0.306 ± 0.194665	0.723 ± 0.187353
roc_auc	0.553 ± 0.059946	0.541 ± 0.086747	0.25005 ± 0.017499	0.496 ± 0.097285	0.083 ± 0.173494	0.7114 ± 0.049693	0.093 ± 0.180522	0.087 ± 0.176723	0.587 ± 0.076115	0.505 ± 0.108285	0.528 ± 0.059187	0.589 ± 0.077601	0.506 ± 0.149186	0.577 ± 0.176760
