	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.806 ± 0.067707	0.700 ± 0.047796	0.18117 ± 0.033703	0.626 ± 0.065123	0.401 ± 0.095591	0.6175 ± 0.188322	0.473 ± 0.112895	0.435 ± 0.101713	0.694 ± 0.037398	0.779 ± 0.086824	0.800 ± 0.071742	0.780 ± 0.076471	0.528 ± 0.075223	0.873 ± 0.063564
precision_recall_auc	0.843 ± 0.027459	0.711 ± 0.039931	0.15903 ± 0.013362	0.614 ± 0.067016	0.422 ± 0.079863	0.5832 ± 0.200689	0.576 ± 0.090686	0.493 ± 0.082161	0.688 ± 0.030112	0.888 ± 0.071513	0.838 ± 0.029481	0.827 ± 0.036831	0.472 ± 0.070516	0.950 ± 0.033539
roc_auc	0.847 ± 0.034927	0.721 ± 0.039143	0.15307 ± 0.017774	0.628 ± 0.065561	0.442 ± 0.078286	0.5645 ± 0.207711	0.604 ± 0.088582	0.516 ± 0.080119	0.695 ± 0.029676	0.909 ± 0.070841	0.843 ± 0.037170	0.832 ± 0.037366	0.483 ± 0.069537	0.959 ± 0.033539
