	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.758 ± 0.032655	0.787 ± 0.026460	0.16886 ± 0.007506	0.769 ± 0.027501	0.574 ± 0.052919	0.5449 ± 0.028004	0.572 ± 0.053257	0.573 ± 0.053071	0.817 ± 0.024142	0.755 ± 0.034852	0.742 ± 0.040640	0.801 ± 0.010584	0.783 ± 0.031536	0.791 ± 0.038331
precision_recall_auc	0.719 ± 0.075170	0.681 ± 0.082644	0.19183 ± 0.033586	0.598 ± 0.149156	0.363 ± 0.165289	0.6121 ± 0.128839	0.412 ± 0.139696	0.384 ± 0.150955	0.700 ± 0.087070	0.712 ± 0.081910	0.702 ± 0.082434	0.772 ± 0.059335	0.544 ± 0.200821	0.818 ± 0.074227
roc_auc	0.725 ± 0.074544	0.744 ± 0.062892	0.18780 ± 0.031267	0.706 ± 0.085270	0.488 ± 0.125784	0.6166 ± 0.139820	0.509 ± 0.117964	0.498 ± 0.121383	0.764 ± 0.073287	0.745 ± 0.070550	0.709 ± 0.082587	0.771 ± 0.050026	0.683 ± 0.131077	0.805 ± 0.077406
